"","City","State","MeanRankingbyCity","GEOID","UATYPE","LAT","LON","TotalAssets","NumBanks","AvgRating","Banks","cdfi_amt","NumCDFIs","CDFIs"
"1479","CLARENDON","AR",2,NA,"",34.745361,-91.247509,41800,1,2,"THE MERCHANTS & PLANTERS BANK",11000,1,"Merchants and Planters Bank"
"1480","CLARENDON","TX",2.181818182,NA,"",34.968107,-100.891655,42854,1,2,"THE DONLEY COUNTY STATE BANK",NA,NA,NA
"1481","CLARENDON HILLS","IL",1.333333333,NA,"",41.79753,-87.95478,9657966,1,1,"MID AMERICA BANK, FSB",88500,1,"Mid America Bank, FSB"
"1482","CLARINDA","IA",1.833333333,17155,"C",40.739111,-95.038714,327803,3,2,"PAGE COUNTY FEDERAL SAVINGS ASSN., CITIZENS STATE BANK, PCSB BANK",NA,NA,NA
"1483","CLARION","IA",2,17182,"C",42.728558,-93.729408,54000,1,2,"BRENTON BANK AND TRUST COMPANY",NA,NA,NA
"1484","CLARION","PA",2,17209,"C",41.212332,-79.382285,149904,1,2,"CLARION COUNTY COMMUNITY BANK",NA,NA,NA
"1485","CLARK","SD",1,NA,"",44.891983,-97.832972,59629,1,1,"DACOTAH BK",NA,NA,NA
"1486","CLARKESVILLE","GA",2,NA,"",34.655918,-83.508274,418785,1,2,"HABERSHAM BANK",NA,NA,NA
"1487","CLARKFIELD","MN",1.833333333,NA,"",44.790853,-95.806933,118587,2,2,"FARMERS AND MERCHANTS STATE BANK OF CLARKFIELD, INCORPORATED, F & M BANK MINNESOTA",NA,NA,NA
"1488","CLARKS","NE",1.888888889,NA,"",41.202853,-97.80937,33334,1,2,"BANK OF CLARKS",NA,NA,NA
"1489","CLARKS GROVE","MN",2,NA,"",43.761669,-93.326712,15953,1,2,"STATE BANK OF CLARKS GROVE",NA,NA,NA
"1490","CLARKS SUMMIT","PA",1.583333333,NA,"",41.463694,-75.681992,852394,2,1.5,"CITIZENS SAVINGS BANK, COMMUNITY B&TC",NA,NA,NA
"1491","CLARKSBURG","OH",2,NA,"",39.479662,-83.099899,16465,1,2,"THE CLARKSBURG COMMERCIAL BANK",NA,NA,NA
"1492","CLARKSBURG","WV",2,17236,"C",39.427664,-80.283339,477624,3,2,"THE HERITAGE BANK OF HARRISON COUNTY, INC., THE EMPIRE NATIONAL BANK, ONE VALLEY BANK OF CLARKSBURG, N.A.",NA,NA,NA
"1493","CLARKSDALE","MS",1.933333333,17263,"C",34.196976,-90.57456,1211546,3,1.66666666666667,"FIRST NATIONAL BANK OF CLARKSDALE, UNITED SOUTHERN BANK, UNION PLANTERS BANK OF NORTHWEST MISSISSIPPI",NA,NA,NA
"1494","CLARKSON","KY",2,NA,"",37.433583,-86.208318,116193,1,2,"BANK OF CLARKSON",NA,NA,NA
"1495","CLARKSON","NE",1.714285714,NA,"",41.663195,-97.137751,59211,1,2,"CLARKSON BANK",NA,NA,NA
"1496","CLARKSTON","MI",2,NA,"",42.660091,-83.3863,102060,1,2,"CLARKSTON STATE BANK",NA,NA,NA
"1497","CLARKSTON","WA",1.857142857,NA,"",46.369711,-117.225934,891644,2,2,"FIRSTBANK NORTHWEST, FIRSTBANK NORTHWEST",NA,NA,NA
"1498","CLARKSVILLE","AR",2,17290,"C",35.47186,-93.474714,246027,2,2,"ARKANSAS STATE BANK, FARMERS BANK & TRUST COMPANY",NA,NA,NA
"1499","CLARKSVILLE","IA",1.8,NA,"",42.793119,-92.653238,279582,1,2,"IOWA STATE BANK",NA,NA,NA
"1500","CLARKSVILLE","IN",1.888888889,NA,"",38.310958,-85.764463,908486,2,2,"FIRST SAVINGS BANK, F.S.B., FIRST SAVINGS BANK, F.S.B.",NA,NA,NA
"1501","CLARKSVILLE","TN",1.909090909,17317,"U",36.576674,-87.345509,1120765,2,2,"FIRST FEDERAL SAVINGS BANK, F&M BANK",NA,NA,NA
"1502","CLATONIA","NE",2,NA,"",40.466038,-96.850863,15878,2,2,"FARMERS BANK OF CLATONIA, FARMERS BANK OF CLATONIA",NA,NA,NA
"1503","CLAUDE","TX",2,NA,"",35.133039,-101.460835,111618,2,2,"THE FNB OF CLAUDE, CITIZENS BANK",NA,NA,NA
"1504","CLAXTON","GA",1.846153846,17371,"C",32.160363,-81.917008,148710,2,2,"TIPPINS BANK & TRUST COMPANY, THE CLAXTON BANK",NA,NA,NA
"1505","CLAY","KY",2,NA,"",37.486077,-87.812941,155142,1,2,"FARMERS BANK",NA,NA,NA
"1506","CLAY","WV",1.857142857,NA,"",38.467298,-81.080031,94041,1,2,"CLAY COUNTY BANK, INC.",NA,NA,NA
"1507","CLAY CENTER","KS",2,17398,"C",39.37996,-97.124039,311385,3,2,"THE PEOPLES NATIONAL BANK, UNION ST BK, PEOPLES NATIONAL BANK",NA,NA,NA
"1508","CLAY CENTER","NE",1.75,NA,"",40.565856,-98.070907,26863,1,2,"THE COMMERCIAL STATE BANK",NA,NA,NA
"1509","CLAY CITY","IL",2,NA,"",38.68866,-88.35421,125498,1,2,"THE CLAY CITY BANKING CO.",NA,NA,NA
"1510","CLAYCOMO","MO",1.75,NA,"",38.35075,-92.456783,89366,2,1.5,"CLAYCO STATE BANK, CSB BK",NA,NA,NA
"1511","CLAYTON","GA",1.733333333,17420,"C",34.888409,-83.396186,384247,2,2,"BANK OF CLAYTON, RABUN COUNTY BANK",95950,1,"HealtHIE Georgia Corporation"
"1512","CLAYTON","IL",1.428571429,NA,"",39.982894,-90.949268,130373,1,1,"CENTRAL STATE BANK",NA,NA,NA
"1513","CLAYTON","MO",2.102040816,NA,"",38.35075,-92.456783,9782922,4,2,"FIRST BANK A SAVINGS BANK, FIRST BANK FSB, COMMERCE BANK, N.A., ENTERPRISE BANK & TRUST",390500,1,"Enterprise Bank & Trust"
"1514","CLAYTON","NM",1.8,NA,"",36.451155,-103.162935,447738,3,2,"THE FARMERS AND STOCKMENS BANK OF CLAYTON, FARMERS & STOCKMENS BANK, FNB NM",NA,NA,NA
"1515","CLAYTON","OK",2,NA,"",34.58954,-95.35275,18032,1,2,"CLAYTON ST BK",NA,NA,NA
"1516","CLAYTON","WI",2,NA,"",45.33135,-92.1713,81437,1,2,"CITIZENS STATE BANK OF CLAYTON",NA,NA,NA
"1517","CLAYTON, MISSOURI","MO",1.5,NA,"",38.35075,-92.456783,3240049,2,1.5,"COMMERCE BANK OF SOUTHEAST MISSOURI, N.A., COMMERCE BANK, N.A.",NA,NA,NA
"1518","CLEAR LAKE","IA",1.666666667,17506,"C",43.141886,-93.375489,390203,2,2,"COMMUNITY STATE BANK OF CLEAR LAKE, CLEAR LAKE B&TC",NA,NA,NA
"1519","CLEAR LAKE","SD",1.8,NA,"",44.761249,-96.690651,99866,2,2,"DEUEL COUNTY NATIONAL BANK, DNB NATIONAL BANK",NA,NA,NA
"1520","CLEAR LAKE","WI",2,NA,"",45.25191,-92.2713,65339,2,2,"LANDMARK BANK, F&M BK LANDMARK",NA,NA,NA
"1521","CLEARBROOK","MN",1.75,NA,"",47.6919,-95.43112,47044,1,2,"FIRST STATE BANK OF CLEARBROOK",NA,NA,NA
"1522","CLEARFIELD","PA",1.777777778,17452,"C",41.014806,-78.4388,3223653,2,2,"CLEARFIELD BANK & TRUST COMPANY, CNB BANK",NA,NA,NA
"1523","CLEARFIELD","UT",2,NA,"",41.120367,-112.06076,65000,1,2,"COMMUNITY FIRST BANK",NA,NA,NA
"1524","CLEARLAKE","CA",1.5,17479,"C",38.948609,-122.627477,149685,2,1.5,"CLEAR LAKE NATIONAL BANK, FIRST COUNTIES BANK",NA,NA,NA
"1525","CLEARWATER","FL",2,NA,"",27.978147,-82.781523,5346140,3,2,"FIRSTMERIT BANK, FSB, USAMERIBANK, FORTUNE FS & LA",NA,NA,NA
"1526","CLEARWATER","KS",2,NA,"",37.548282,-97.488432,23000,1,2,"HOME STATE BANK OF CLEARWATER",NA,NA,NA
"1527","CLEARWATER","NE",1.833333333,NA,"",42.17001,-98.1884,14512,1,2,"CITIZENS STATE BANK",NA,NA,NA
"1528","CLEBURNE","TX",1.8,17533,"C",32.417634,-97.329871,304082,2,2,"FIRST NATIONAL BANK IN CLEBURNE, FIRST FINANCIAL BANK, NA",NA,NA,NA
"1529","CLEGHORN","IA",2,NA,"",42.779201,-95.701743,10784,1,2,"CLEGHORN STATE BANK",NA,NA,NA
"1530","CLEMSON","SC",2,NA,"",34.681567,-82.815832,16666,1,2,"CLEMSON BANK & TRUST",NA,NA,NA
"1531","CLEO SPRINGS","OK",2,NA,"",36.4053,-98.453278,95561,1,2,"CLEO STATE BANK",NA,NA,NA
"1532","CLERMONT","FL",2,NA,"",28.584025,-81.779423,35183,1,2,"AMERICANFIRST BANK",NA,NA,NA
"1533","CLEVELAND","GA",2,17625,"C",34.589682,-83.755352,343124,3,2,"WHITE COUNTY BANK, FIRST NATIONAL BANK OF WHITE COUNTY, MOUNTAIN VALLEY COMMUNITY BANK",6749586,1,"Access to Capital for Entrepreneurs"
"1534","CLEVELAND","MN",2,NA,"",44.298188,-93.817622,14000,1,2,"THE PEOPLES STATE BANK OF CLEVELAND",NA,NA,NA
"1535","CLEVELAND","MS",2.055555556,17641,"C",33.74359,-90.723323,584217,3,2,"CLEVELAND COMMUNITY BANK, THE CLEVELAND STATE BANK, STATE BANK & TRUST COMPANY",727180,1,"The Cleveland State Bank"
"1536","CLEVELAND","OH",1.758064516,17668,"U",41.443638,-81.605443,258680930,4,1.5,"THE PIONEER SAVINGS BANK, CHARTER ONE BANK, N.A., KEYBANK NATIONAL ASSOCIATION, NATIONAL CITY BANK",713497875,14,"Cleveland Development Advisors Community Reinvestment Fund, Cleveland New Markets Investment Fund, Cleveland New Markets Investment Fund II, LLC, Faith Community United Credit Union, Growth Opportunity Partners, Inc., Key Community Development New Markets LLC, KeyBank National Association, Neighborhood Housing Services of Cleveland, Inc., Northeast Ohio Development Fund, LLC, Shorebank Enterprise Group, Shorebank, Cleveland, ShoreBridge Capital, University Circle New Markets, Inc., Village Capital Corporation"
"1537","CLEVELAND","OK",1.916666667,17695,"C",36.307052,-96.467305,77886,2,1.5,"FIRST BANK OF CLEVELAND, THE CLEVELAND BANK",NA,NA,NA
"1538","CLEVELAND","TN",1.782608696,17722,"U",35.175433,-84.851207,793842,3,1.33333333333333,"MERCHANTS BANK, CLEVELAND BANK AND TRUST COMPANY, THE BANK/FIRST CITIZENS BANK",NA,NA,NA
"1539","CLEVELAND","TX",2.25,17749,"C",30.360173,-95.092875,85000,2,2.5,"CLEVELAND BANK & TRUST, FIRST BANK AND TRUST",NA,NA,NA
"1540","CLEVELAND","WI",2,NA,"",43.91499,-87.74731,97334,1,2,"CLEVELAND STATE BANK",NA,NA,NA
"1541","CLEWISTON","FL",1.647058824,17776,"C",26.748046,-80.93119,455869,2,2,"OLDE CYPRESS COMMUNITY BANK, FIRST BANK",NA,NA,NA
"1542","CLIFTON","CO",1,NA,"",39.09193,-108.44898,11000,1,1,"ALPINE BANK, CLIFTON",NA,NA,NA
"1543","CLIFTON","IL",2,NA,"",40.929595,-87.945327,25625,1,2,"FIRST NATIONAL BANK OF CLIFTON",NA,NA,NA
"1544","CLIFTON","KS",1.5,NA,"",39.56722,-97.27864,59420,2,1,"THE FIRST NATIONAL BANK OD CLIFTON, THE FIRST NATIONAL BANK OF CLIFTON",NA,NA,NA
"1545","CLIFTON","NJ",2.142857143,NA,"",40.877949,-74.141237,1132466,1,3,"CLIFTON SAVINGS BANK",NA,NA,NA
"1546","CLIFTON","TN",1.5,NA,"",35.388038,-87.930163,185101,1,2,"PEOPLES BANK",NA,NA,NA
"1547","CLIFTON FORGE","VA",2,17857,"C",37.816269,-79.817711,70324,1,2,"FIRST NATIONAL BANK OF CLIFTON FORGE",NA,NA,NA
"1548","CLIFTON SPRNGS","NY",2,NA,"",43.052284,-77.814729,136129,2,2,"ONTARIO NATIONAL BANK OF CLIFTON SPRINGS, ONTARIO NATIONAL BANK",NA,NA,NA
"1549","CLINTON","AR",2,NA,"",35.568709,-92.41875,203875,3,2,"FIRST NATIONAL BANK OF CLINTON, CLINTON STATE BANK, UNION PLANTERS BANK OF CENTRAL ARKANSAS, N.A.",NA,NA,NA
"1550","CLINTON","IA",1.954545455,17938,"C",41.841691,-90.203302,712995,4,2,"GATEWAY STATE BANK, CLINTON FS & LA, CLINTON NATIONAL BANK, THE CLINTON NATIONAL BANK",NA,NA,NA
"1551","CLINTON","IL",2,17884,"C",40.156333,-88.964031,235542,3,2,"FIRST NATIONAL BANK & TRUST CO., THE JOHN WARNER BANK, FIRST NATIONAL BANK & TRUST COMPANY",NA,NA,NA
"1552","CLINTON","IN",1.5,17911,"C",39.663151,-87.406451,57000,1,1,"CLINTON STATE BANK",NA,NA,NA
"1553","CLINTON","KY",1.857142857,NA,"",36.680798,-88.979474,293496,3,2,"CLINTON BANK, FIRST COMMUNITY BANK OF WESTERN KENTUCKY, INC., FIRST COMMUNITY BANK OF THE HEARTLAND, INC.",NA,NA,NA
"1554","CLINTON","LA",2,NA,"",30.842734,-90.960294,168840,3,2,"FELICIANA BANK & TRUST COMPANY, CLINTON BANK & TRUST COMPANY, LANDMARK BANK",NA,NA,NA
"1555","CLINTON","MA",2,NA,"",42.413972,-71.687523,449107,1,2,"CLINTON SAVINGS BANK",NA,NA,NA
"1556","CLINTON","MN",1.8,NA,"",45.461092,-96.431538,58823,1,2,"CLINTON ST BK",NA,NA,NA
"1557","CLINTON","MO",1.6,17965,"C",38.368899,-93.768559,430405,3,1.66666666666667,"CITIZENS STATE BANK OF CALHOUN, UNION STATE BANK AND TRUST OF CLINTON, CITIZENS UNION STATE BANK AND TRUST",NA,NA,NA
"1558","CLINTON","NJ",2.125,NA,"",40.63677,-74.90989,1444653,2,2,"FIRST COMMUNITY BANK, UNITY BANK",NA,NA,NA
"1559","CLINTON","OK",2.1875,18019,"C",35.510138,-98.976673,157674,2,2,"CLINTON S&LA, OKLAHOMA BANK AND TRUST COMPANY",NA,NA,NA
"1560","CLINTON","SC",1.666666667,18046,"C",34.457277,-81.872454,126979,1,1,"M. S. BAILEY & SON, BANKERS",NA,NA,NA
"1561","CLINTON","TN",2,NA,"",36.105314,-84.17446,87854,2,2,"ANDERSON COUNTY BANK, THE COMMUNITY BANK OF EAST TENNESSEE",NA,NA,NA
"1562","CLINTON","WI",2,NA,"",42.56239,-88.859993,50943,1,2,"CITIZENS STATE BANK",NA,NA,NA
"1563","CLINTON TOWNSHIP","MI",2,NA,"",42.551185,-82.91672,90995,1,2,"MACOMB COMMUNITY BANK",NA,NA,NA
"1564","CLINTONVILLE","WI",1.5,18100,"C",44.62322,-88.761128,100588,1,1,"DAIRYMAN'S STATE BANK",NA,NA,NA
"1565","CLIO","AL",2,NA,"",31.70878,-85.6105,42594,1,2,"THE PEOPLES BANK",NA,NA,NA
"1566","CLIVE","IA",2,NA,"",41.607588,-93.744905,310798,2,2,"STATE FS & LA OF DES MOINES, PEOPLES TRUST & SAVINGS BANK",NA,NA,NA
"1567","CLOQUET","MN",2,18127,"C",46.709546,-92.441269,64600,1,2,"CITY NATIONAL BANK OF CLOQUET",NA,NA,NA
"1568","CLOSTER","NJ",2,NA,"",40.970621,-73.960164,393428,2,2,"NORTHERN STATE BANK, VALLEY SAVINGS BANK",NA,NA,NA
"1569","CLOVER","SC",1.833333333,18154,"C",35.102669,-81.222927,136800,1,2,"CLOVER COMMUNITY BANK",NA,NA,NA
"1570","CLOVERDALE","IN",1.8,NA,"",39.51477,-86.7939,304969,2,2,"NEVADA NATIONAL BANK, FIRST NATIONAL BANK",NA,NA,NA
"1571","CLOVERPORT","KY",2,NA,"",37.83339,-86.63276,26970,1,2,"BRECKINRIDGE BANK",NA,NA,NA
"1572","CLOVIS","CA",1.8,NA,"",36.825296,-119.68019,672017,2,2,"CLOVIS COMMUNITY BANK, CENTRAL VALLEY COMMUNITY BANK",NA,NA,NA
"1573","CLOVIS","NM",1.794117647,18208,"C",34.414716,-103.214804,528698,2,1.5,"ACCESSBANK, THE CITIZENS BANK OF CLOVIS",NA,NA,NA
"1574","CLUTE","TX",2,NA,"",29.031236,-95.3908,136703,1,2,"FIRST STATE BANK",NA,NA,NA
"1575","CLYDE","KS",1.3,NA,"",39.59127,-97.398639,110057,2,2,"THE EXCHANGE BANK OF CLYDE, CLYDE, KANSAS, ELK STATE BANK",NA,NA,NA
"1576","CLYDE","NC",1.444444444,NA,"",35.637588,-82.978588,1725347,2,1.5,"CLYDE SAVINGS BANK, SSB, HOMETRUST BANK",NA,NA,NA
"1577","CLYDE","OH",1.6,18235,"C",41.304327,-82.982461,89427,1,2,"THE CLYDE SAVINGS BANK COMPANY",NA,NA,NA
"1578","CLYDE","TX",1.4,18262,"C",32.404031,-99.498757,101806,1,2,"THE PEOPLES STATE BANK",NA,NA,NA
"1579","COACHELLA","CA",2,NA,"",33.6803,-116.17389,21847,1,2,"FIRST NATIONAL BANK IN COACHELLA",NA,NA,NA
"1580","COAHOMA","TX",1.714285714,NA,"",32.29651,-101.30623,327850,3,1.66666666666667,"COAHOMA STATE BANK, FIRST BANK OF WEST TEXAS, WESTERN BANK",NA,NA,NA
"1581","COAL CITY","IL",1.5,9600,"C",41.289609,-88.26149,48455,1,1,"ALLIED BANK/COAL CITY NATIONAL",NA,NA,NA
"1582","COALGATE","OK",2,NA,"",34.538327,-96.229156,526800,3,2,"THE FIRST NATIONAL BANK/COALGATE, SHAMROCK BANK, N.A., SHAMROCK BANK, NATIONAL ASSOCIATION",NA,NA,NA
"1583","COATESVILLE","PA",2,NA,"",39.968862,-75.829163,201379,1,2,"COATESVILLE SAVINGS BANK",NA,NA,NA
"1584","COBB","WI",2,NA,"",42.963325,-90.369319,1000,1,2,"COBB STATE BANK",NA,NA,NA
"1585","COBBTOWN","GA",2,NA,"",32.28046,-82.13873,18658,2,2,"THE BROWN BANK, THE BROWN BANK",NA,NA,NA
"1586","COCHRAN","GA",1.916666667,18370,"C",32.390238,-83.346608,206298,1,2,"STATE BANK OF COCHRAN",NA,NA,NA
"1587","COCHRANE","WI",1.25,NA,"",44.22746,-91.83516,30063,1,2,"BANK OF BUFFALO",NA,NA,NA
"1588","COCKEYSVILLE","MD",2,NA,"",39.47931,-76.62996,21082,1,1,"SENATOR BANK",NA,NA,NA
"1589","COCOA BEACH","FL",2,NA,"",28.325685,-80.623424,273117,2,2,"SUNRISE BK, COASTAL BANK",NA,NA,NA
"1590","COCONUT GROVE","FL",2,NA,"",26.399526,-81.839532,924688,1,2,"BISCAYNE BANK",NA,NA,NA
"1591","CODY","WY",1.333333333,18397,"C",44.522764,-109.050402,233593,2,1.5,"WESTERN BK OF CODY, SHOSHONE FIRST BK",NA,NA,NA
"1592","COEBURN","VA",1.5,18424,"C",36.941687,-82.472292,109653,1,2,"MINERS EXCH BK",NA,NA,NA
"1593","COEUR D ALENE","ID",1.909090909,NA,"",47.691736,-116.654109,1538425,3,2,"BANKCDA, IDAHO INDEPENDENT BANK, MOUNTAIN WEST BANK",NA,NA,NA
"1594","COEUR D'ALENE","ID",1.888888889,18451,"U",47.666715,-116.767007,154082,2,1.5,"MOUNTAIN WEST BANK, U.S. BANK OF IDAHO, N.A.",NA,NA,NA
"1595","COEUR DALENE","ID",3,NA,"",47.691736,-116.654109,325762,1,3,"IDAHO INDEPENDENT BANK",NA,NA,NA
"1596","COFFEEN","IL",2,NA,"",39.070254,-89.380042,35000,2,2,"COFFEEN STATE BANK & TRUST COMPANY, ILLINI BANK-EAST",NA,NA,NA
"1597","COFFEY","MO",2.25,NA,"",40.104835,-93.990293,7000,1,4,"BANK OF COFFEY",NA,NA,NA
"1598","COFFEYVILLE","KS",2.133333333,18478,"C",37.033824,-95.629703,342555,4,2,"COFFEYVILLE STATE BANK, THE CONDON NATIONAL BANK OF COFFEYVILLE, CONDON NATIONAL BANK OF COFFEYVILLE, COMMUNITY STATE BANK",NA,NA,NA
"1599","COGGON","IA",2,NA,"",42.250724,-91.53445,21110,1,2,"LINN COUNTY STATE BANK",NA,NA,NA
"1600","COHASSET","MA",2.125,NA,"",42.233938,-70.815826,377940,2,2,"PILGRIM CO-OPERATIVE BANK, PILGRIM BANK",NA,NA,NA
"1601","COHOES","NY",2,NA,"",42.77424,-73.70012,627394,1,2,"COHOES SAVINGS BANK",NA,NA,NA
"1602","COKATO","MN",1.909090909,18505,"C",45.079726,-94.228032,56441,1,2,"STATE BANK OF COKATO",NA,NA,NA
"1603","COLBERT","GA",2,NA,"",34.03789,-83.21265,193167,1,2,"FIRST MADISON BANK & TRUST",NA,NA,NA
"1604","COLBY","KS",1.9,18532,"C",39.386968,-101.047391,259751,3,2,"PEOPLES STATE BANK, FARMERS AND MERCHANTS BANK, FARMERS & MERCHANTS BANK OF COLBY",NA,NA,NA
"1605","COLBY","WI",2,NA,"",44.879977,-90.384734,149947,2,2,"MID-WISCONSIN BANK OF COLBY, COMMUNITY BANK OF CENTRAL WISCONSIN",NA,NA,NA
"1606","COLCHESTER","IL",2,NA,"",40.400892,-90.734536,322429,2,2,"COLCHESTER STATE BANK, FIRST FEDERAL BANK",NA,NA,NA
"1607","COLD SPRING","MN",1.583333333,18586,"C",45.457426,-94.429757,175742,2,1.5,"FIRST NATIONAL BANK OF COLD SPRING, GRANITE COMMUNITY BANK",NA,NA,NA
"1608","COLDSPRING","TX",2,NA,"",30.588554,-95.111278,34761,1,2,"THE BANK OF SAN JACINTO COUNTY, COLDSPRING, TEXAS",NA,NA,NA
"1609","COLDWATER","KS",2.2,NA,"",37.25486,-99.322574,81504,3,2.33333333333333,"THE COLDWATER NATIVE BANK, PEOPLES BANK NATIONAL ASSOCIATION, PEOPLES BK",NA,NA,NA
"1610","COLDWATER","MI",1.708333333,18667,"C",41.946724,-84.987296,909461,3,2,"SOUTHERN MICHIGAN NATIONAL BANK, CENTURY BANK AND TRUST, SOUTHERN MICHIGAN BANK & TRUST",NA,NA,NA
"1611","COLDWATER","MS",2,NA,"",34.69018,-89.962513,23000,1,2,"CITIZENS BANK",NA,NA,NA
"1612","COLDWATER","OH",1.8,18680,"C",40.48269,-84.631441,479995,1,2,"THE PEOPLES BANK CO.",NA,NA,NA
"1613","COLE CAMP","MO",2,NA,"",38.46002,-93.2027,126589,1,2,"CITIZENS FARMERS BK COLE CAMP",NA,NA,NA
"1614","COLEBROOK","NH",1.666666667,NA,"",44.902731,-71.500809,455897,2,2,"THE FIRST COLEBROOK BANK, GRANITE BANK",NA,NA,NA
"1615","COLEMAN","TX",2.083333333,18694,"C",31.823821,-99.426303,158223,2,2,"FIRST COLEMAN NATIONAL BANK, COLEMAN COUNTY STATE BANK",NA,NA,NA
"1616","COLERAINE","MN",2,NA,"",47.28883,-93.42771,118262,2,2,"FIRST NATIONAL BANK OF COLERAINE, THE FIRST NATIONAL BANK OF COLERAINE",NA,NA,NA
"1617","COLERIDGE","NE",2,NA,"",42.530505,-97.260393,20433,1,2,"THE COLERIDGE NATIONAL BANK",NA,NA,NA
"1618","COLESBURG","IA",1.714285714,NA,"",42.63944,-91.20208,165353,1,2,"FARMERS SAVINGS BANK",NA,NA,NA
"1619","COLFAX","IA",2.125,NA,"",41.684507,-93.222321,61215,1,2,"FIRST STATE BANK OF COLFAX",NA,NA,NA
"1620","COLFAX","IL",2,NA,"",40.566345,-88.614116,34411,1,2,"PEOPLES STATE BANK OF COLFAX",NA,NA,NA
"1621","COLFAX","LA",2,NA,"",31.527636,-92.653269,70321,1,2,"COLFAX BANKING COMPANY",NA,NA,NA
"1622","COLFAX","WA",1.857142857,18721,"C",46.881374,-117.364986,1028529,2,2,"BANK OF WHITMAN, BANK OF WHITMAN",NA,NA,NA
"1623","COLLEGE PARK","MD",2,NA,"",39.002867,-76.931652,103033,1,2,"COMMERCE BK CORP",NA,NA,NA
"1624","COLLEGE STATION","TX",2,18748,"U",30.626582,-96.331304,877767,2,2,"HOMESTEAD BANK, SPIRIT OF TEXAS BANK, SSB",NA,NA,NA
"1625","COLLEYVILLE","TX",2,NA,"",32.88955,-97.143409,78823,1,2,"PEOPLES BANK",NA,NA,NA
"1626","COLLIERVILLE","TN",2.083333333,NA,"",35.080992,-89.699083,1151990,3,2,"THE CITIZENS BANK, BANKTENNESSEE, LANDMARK COMMUNITY BANK",1129000,2,"MemphisFirst Community Bank, Southern Security Federal Credit Union"
"1627","COLLINGDALE","PA",2,NA,"",40.902496,-77.833451,65698,1,2,"SUBURBAN FEDERAL SAVINGS BANK",NA,NA,NA
"1628","COLLINGSWOOD","NJ",2,NA,"",39.91817,-75.07128,720285,2,2,"1ST COLONIAL NATIONAL BANK, 1ST COLONIAL COMMUNITY BANK",NA,NA,NA
"1629","COLLINS","IA",2.125,NA,"",41.906479,-93.294572,95417,1,2,"EXCHANGE STATE BANK",NA,NA,NA
"1630","COLLINS","MS",2,NA,"",31.652811,-89.578002,57677,1,2,"COVINGTON COUNTY BANK",NA,NA,NA
"1631","COLLINS","WI",2,NA,"",44.091021,-87.990241,77973,1,2,"COLLINS STATE BANK",NA,NA,NA
"1632","COLLINSVILLE","CT",2,NA,"",41.865433,-72.927327,59414,1,2,"COLLINSVILLE SAVINGS SOCIETY",NA,NA,NA
"1633","COLLINSVILLE","IL",1.96,NA,"",38.67033,-89.98455,2436681,3,2,"HOME FS & LA OF COLLINSVILLE, FIRST COLLINSVILLE BANK, FCB BANKS",NA,NA,NA
"1634","COLLINSVILLE","OK",2,18760,"C",36.363989,-95.837239,245307,2,2,"AMERICAN EXCHANGE BANK, AMERICAN BANK OF OKLAHOMA",NA,NA,NA
"1635","COLMAN","SD",2,NA,"",43.984778,-96.814237,49667,1,2,"DAKOTA STATE BANK",NA,NA,NA
"1636","COLMESNEIL","TX",2.2,NA,"",30.900651,-94.391575,16000,1,3,"THE FIRST STATE BANK",NA,NA,NA
"1637","COLOMA","MI",2,NA,"",42.18615,-86.30836,28449,1,2,"STATE BK OF COLOMA",NA,NA,NA
"1638","COLOMA","WI",1.5,NA,"",44.026085,-89.486854,119000,1,2,"M&I PEOPLES BANK",NA,NA,NA
"1639","COLON","NE",2,NA,"",41.307157,-96.610014,16610,1,2,"STATE BANK OF COLON",NA,NA,NA
"1640","COLONY","KS",2,NA,"",38.07086,-95.36554,12779,1,2,"STATE BANK OF COLONY",NA,NA,NA
"1641","COLORADO CITY","CO",1,NA,"",37.94411,-104.84545,10316,1,1,"GREENHORN VALLEY BK",NA,NA,NA
"1642","COLORADO CITY","TX",2,18829,"C",32.396474,-100.869376,225098,3,2,"FNB OF COLORADO CITY, CITY NATIONAL BANK, THE CITY NATIONAL BANK OF COLORADO CITY",NA,NA,NA
"1643","COLORADO SPRINGS","CO",1.915492958,18856,"U",38.872952,-104.770643,1195531,4,1.75,"COLORADO SPRINGS S&LA, WESTERN NATIONAL BANK OF COLORADO, STOCKMENS BANK, BANK ONE, COLORADO SPRINGS, N.A.",5500,1,"FirstBank of Colorado Springs"
"1644","COLQUITT","GA",1.875,NA,"",31.16251,-84.713359,753369,2,2,"THE PEOPLES BANK, PEOPLESSOUTH BANK",NA,NA,NA
"1645","COLSTRIP","MT",3,NA,"",45.934423,-106.636783,11000,1,3,"FIRST INTERSTATE BANK OF COLSTRIP",NA,NA,NA
"1646","COLUMBIA","AL",2,NA,"",31.22514,-85.171875,153693,2,2,"BANK OF COLUMBIA, PEOPLES COMMUNITY BANK",NA,NA,NA
"1647","COLUMBIA","IL",2,NA,"",38.409442,-90.16382,202420,2,2,"COLUMBIA NATIONAL BANK, MAGNA BANK OF COLUMBIA",NA,NA,NA
"1648","COLUMBIA","KY",1.785714286,18883,"C",37.101848,-85.302898,306904,3,2,"THE FIRST NATIONAL BANK OF COLUMBIA, BANK OF COLUMBIA, FIRST NATIONAL BANK OF COLUMBIA",NA,NA,NA
